Month,Month,Obs #,Name,Email,Nationality,Nationality,User Name,Tel,Address,Address,Job Title,Job Title,DoB,Gender,Gender,Marital Status,Marital Status,Education Level,Education Level,Stability,Cost of Living,Confidence,Happiness
11,Nov-21,26,X26,X26,2,Non 1,X26,555555,6,"Kuwait, AlAhmadi",6,Engineering,2/18/1977,1,Male,5,Widowed,6,College,5,4,2,5
11,Nov-21,27,X27,X27,2,Non 1,X27,555555,6,"Kuwait, AlAhmadi",7,Education,2/19/1977,2,Female,3,Divorce,5,Two year College,1,1,4,2
11,Nov-21,28,X28,X28,2,Non 1,X28,555555,6,"Kuwait, AlAhmadi",8,Medical,2/20/1977,2,Female,4,Sperated,7,Higher Education,1,3,1,3
11,Nov-21,29,X29,X29,2,Non 1,X29,555555,6,"Kuwait, AlAhmadi",9,Administrator,2/21/1977,2,Female,2,Married,7,Higher Education,3,2,4,2
11,Nov-21,30,X30,X30,2,Non 1,X30,555555,6,"Kuwait, AlAhmadi",10,Technical,2/22/1977,1,Male,2,Married,6,College,2,1,4,4
12,Dec-21,1,X1,X1,1,Kuwaiti,X1,555555,1,"Kuwait, Hawalli",1,Lower Management,8/15/1969,1,Male,1,Single,1,Non Educated,5,2,2,1
12,Dec-21,2,X2,X2,1,Kuwaiti,X2,555555,1,"Kuwait, Hawalli",2,Middle Management,8/16/1969,2,Female,2,Married,2,Elementry School,3,4,4,1
12,Dec-21,3,X3,X3,1,Kuwaiti,X3,555555,1,"Kuwait, Hawalli",3,Higher Management,8/17/1969,2,Female,3,Divorce,3,Middle School,5,5,4,3
12,Dec-21,4,X4,X4,1,Kuwaiti,X4,555555,1,"Kuwait, Hawalli",4,Executive,8/18/1969,2,Female,4,Sperated,4,High School,1,3,5,1
12,Dec-21,5,X5,X5,1,Kuwaiti,X5,555555,1,"Kuwait, Hawalli",5,Professional,8/19/1969,2,Female,5,Widowed,5,Two year College,1,5,2,1
12,Dec-21,6,X6,X6,1,Kuwaiti,X6,555555,2,"Kuwait, Capital",6,Engineering,5/1/1980,2,Female,1,Single,6,College,3,3,1,5
12,Dec-21,7,X7,X7,1,Kuwaiti,X7,555555,2,"Kuwait, Capital",7,Education,5/2/1980,1,Male,1,Single,7,Higher Education,1,3,1,1
12,Dec-21,8,X8,X8,1,Kuwaiti,X8,555555,2,"Kuwait, Capital",8,Medical,5/3/1980,1,Male,2,Married,6,College,1,1,5,3
12,Dec-21,9,X9,X9,1,Kuwaiti,X9,555555,2,"Kuwait, Capital",9,Administrator,5/4/1980,1,Male,2,Married,6,College,5,4,3,3
12,Dec-21,10,X10,X10,1,Kuwaiti,X10,555555,2,"Kuwait, Capital",10,Technical,5/5/1980,1,Male,2,Married,5,Two year College,5,1,5,1
12,Dec-21,11,X11,X11,1,Kuwaiti,X11,555555,3,"Kuwait, Alfarwania",11,Business Man,6/10/1991,1,Male,2,Married,2,Elementry School,3,2,4,3
12,Dec-21,12,X12,X12,1,Kuwaiti,X12,555555,3,"Kuwait, Alfarwania",12,Other,6/11/1991,1,Male,5,Widowed,3,Middle School,3,1,5,3
12,Dec-21,13,X13,X13,1,Kuwaiti,X13,555555,3,"Kuwait, Alfarwania",5,Professional,6/12/1991,2,Female,1,Single,2,Elementry School,4,4,3,5
12,Dec-21,14,X14,X14,1,Kuwaiti,X14,555555,3,"Kuwait, Alfarwania",6,Engineering,6/13/1991,2,Female,1,Single,3,Middle School,5,4,2,3
12,Dec-21,15,X15,X15,1,Kuwaiti,X15,555555,3,"Kuwait, Alfarwania",7,Education,6/14/1991,2,Female,1,Single,5,Two year College,1,2,2,3
12,Dec-21,16,X16,X16,2,Non 1,X16,555555,4,"Kuwait, AlJahra",8,Medical,4/5/2000,1,Male,4,Sperated,4,High School,5,4,5,5
12,Dec-21,17,X17,X17,2,Non 1,X17,555555,4,"Kuwait, AlJahra",9,Administrator,4/6/2000,2,Female,3,Divorce,1,Non Educated,2,3,4,2
12,Dec-21,18,X18,X18,2,Non 1,X18,555555,4,"Kuwait, AlJahra",1,Lower Management,4/7/2000,1,Male,3,Divorce,7,Higher Education,3,4,4,1
12,Dec-21,19,X19,X19,2,Non 1,X19,555555,4,"Kuwait, AlJahra",2,Middle Management,4/8/2000,2,Female,5,Widowed,6,College,1,5,4,3
12,Dec-21,20,X20,X20,2,Non 1,X20,555555,4,"Kuwait, AlJahra",3,Higher Management,4/9/2000,2,Female,1,Single,6,College,5,2,3,1
12,Dec-21,21,X21,X21,2,Non 1,X21,555555,5,"Kuwait, Mobark Alkabeer",1,Lower Management,9/17/2002,1,Male,2,Married,6,College,2,5,5,3
12,Dec-21,22,X22,X22,2,Non 1,X22,555555,5,"Kuwait, Mobark Alkabeer",2,Middle Management,9/18/2002,1,Male,2,Married,6,College,5,1,3,1
12,Dec-21,23,X23,X23,2,Non 1,X23,555555,5,"Kuwait, Mobark Alkabeer",3,Higher Management,9/19/2002,1,Male,2,Married,5,Two year College,1,1,3,3
12,Dec-21,24,X24,X24,2,Non 1,X24,555555,5,"Kuwait, Mobark Alkabeer",4,Executive,9/20/2002,1,Male,2,Married,6,College,1,3,1,2
12,Dec-21,25,X25,X25,2,Non 1,X25,555555,5,"Kuwait, Mobark Alkabeer",5,Professional,9/21/2002,1,Male,2,Married,5,Two year College,3,4,5,1
12,Dec-21,26,X26,X26,2,Non 1,X26,555555,6,"Kuwait, AlAhmadi",6,Engineering,2/18/1977,1,Male,5,Widowed,6,College,3,2,3,4
12,Dec-21,27,X27,X27,2,Non 1,X27,555555,6,"Kuwait, AlAhmadi",7,Education,2/19/1977,2,Female,3,Divorce,5,Two year College,1,2,5,3
12,Dec-21,28,X28,X28,2,Non 1,X28,555555,6,"Kuwait, AlAhmadi",8,Medical,2/20/1977,2,Female,4,Sperated,7,Higher Education,4,5,1,1
12,Dec-21,29,X29,X29,2,Non 1,X29,555555,6,"Kuwait, AlAhmadi",9,Administrator,2/21/1977,2,Female,2,Married,7,Higher Education,2,5,4,2
12,Dec-21,30,X30,X30,2,Non 1,X30,555555,6,"Kuwait, AlAhmadi",10,Technical,2/22/1977,1,Male,2,Married,6,College,3,2,4,2
